text,label
"Em bị kiểu ám ảnh bởi những ký ức khủng khiếp trong quá khứ ạ, em hay bị ác mộng, hoảng loạn và tránh xa những nơi hay người liên quan đến ký ức đó ạ","""PTSD"""
"Em bị kiểu phải làm đi làm lại những hành động nhất định một cách cố chấp ạ, ví dụ như kiểm tra cửa sổ có khóa chưa hay đếm số lần bật tắt đèn ạ","""OCD"""
"Em làm việc quá sức ạ, em cảm thấy căng thẳng, mệt mỏi và không có động lực gì nữa ạ, em cũng không có thời gian cho gia đình hay bạn bè ạ","""Burn-out"""
"Em bị kiểu lo lắng về những điều tiêu cực có thể xảy ra trong tương lai ạ, ví dụ như mất việc, ly hôn hay mắc bệnh nặng ạ, em không thể ngừng nghĩ về những điều đó ạ","""Overthinking"""
"Em dạo này cứ thấy buồn buồn, không biết làm gì, không muốn làm gì cả. Ngay cả những thứ em yêu thích trước đây giờ cũng không muốn làm nữa.","""Depression"""
"Mỗi lần phải ra ngoài đường, em lại cảm thấy tim đập nhanh, lo sợ mọi thứ xung quanh, không biết phải làm sao.","""Anxiety"""
"Cứ mỗi khi nghe tiếng nổ, em lại nghĩ về ngày xưa, về những chuyện đã qua. Dù biết nó đã qua lâu rồi nhưng em vẫn không thể quên.","""PTSD"""
"Dù biết không cần thiết nhưng em vẫn không thể không kiểm tra cửa sổ trước khi đi ngủ, thậm chí kiểm tra nhiều lần để đảm bảo nó đã đóng chặt.","""OCD"""
"Cả ngày em chỉ biết làm việc, không thời gian nghỉ ngơi. Mọi người đều nói em quá mệt nhưng em cảm thấy mình phải làm.","""Burn-out"""
"Em cứ lo sợ về tương lai, không biết mình sẽ ra sao, liệu mình có thể đạt được mục tiêu của mình hay không?","""Overthinking"""
"Cảm giác như mình đang bị mắc kẹt, mọi thứ đều không đi đúng hướng. Dù không có lý do gì nhưng em cảm thấy thất vọng với bản thân.","""Depression"""
"Em vẫn nhớ mỗi lần mẹ em nói chuyện với em, dù đã mất nhiều năm. Cảm giác như mẹ vẫn ở đây, nhưng em biết mẹ đã không còn nữa.","""PTSD"""
"Em lo lắng về tương lai của mình, không biết liệu mình có thể đạt được mục tiêu nghề nghiệp hay không,","""Overthinking"""
"Dạo này em thường thấy không vui, mất hứng thú với mọi thứ và thậm chí cả những sở thích của em cũng không còn thú vị như trước nữa","""Depression"""
"Em cảm thấy luôn trong tình trạng căng thẳng, dễ giật mình và thậm chí đôi khi tim đập nhanh mà không hiểu lý do","""Anxiety"""
"Em vẫn thường xuyên mơ thấy những chuyện đã qua, những ký ức không mấy tốt đẹp cứ ám ảnh em mỗi đêm","""PTSD"""
"Em phải kiểm tra cửa sổ, cửa ra vào nhiều lần trước khi đi ngủ mỗi ngày, sợ rằng có thể mình đã quên không khóa cửa","""OCD"""
"Dạo này công việc tăng lên quá nhiều, em thường xuyên phải thức đêm làm việc và cảm giác như mình đang cháy bỏng vì công việc","""Burn-out"""
Em luôn nghĩ về việc liệu mình có thể duy trì mức sống hiện tại được bao lâu nữa không hay liệu mình có thể đối mặt với những khó khăn sắp tới hay không,"""Overthinking"""
"Dạo này em thấy mình mất ngủ, dù cố gắng em cũng không thể ngủ ngon và thường xuyên thức giấc giữa đêm với cảm giác lo lắng","""Anxiety"""
"Em có thói quen kiểm tra điện thoại, máy tính liên tục, sợ rằng mình có thể bỏ lỡ một thông báo quan trọng nào đó","""OCD"""
"Em thấy không có động lực làm bất cứ điều gì cả, thậm chí là những thứ em từng rất thích.","""Depression"""
"Mỗi khi em cảm thấy mọi người nhìn em, em luôn lo sợ rằng họ đang nghĩ gì về em, rằng có lẽ họ đang phê phán hoặc ghét bỏ em.","""Anxiety"""
"Mỗi khi nghe tiếng nổ lớn hoặc tiếng la hét, tôi lại nghĩ về những chuyện xảy ra trong quá khứ và không thể tập trung vào hiện tại.","""PTSD"""
"Em phải kiểm tra công tắc điện ở nhà mình nhiều lần trước khi đi ngủ mỗi ngày, dù biết rằng em đã tắt nó.","""OCD"""
"Dạo này em thức đêm liên tục để hoàn thành công việc, em cảm thấy mình chẳng còn thời gian cho bản thân và gia đình nữa.","""Burn-out"""
"Em hay lo lắng về việc liệu mình có thể mua nhà được trong tương lai không, hay là liệu mình có thể duy trì công việc hiện tại lâu dài không.","""Overthinking"""
"Dù biết là mình không nên quá lo lắng, nhưng em không thể ngừng nghĩ về việc mình có thể không đạt được kỳ vọng của gia đình.","""Anxiety"""
"Mỗi lần thấy hình ảnh hoặc âm thanh liên quan đến tai nạn giao thông, em lại nghĩ về lần em bị tai nạn và không thể xóa bỏ hình ảnh đó khỏi đầu.","""PTSD"""
"Mỗi khi có việc gì không đúng theo kế hoạch hoặc thứ tự của mình, em cảm thấy mất kiểm soát và buộc phải sắp xếp lại từ đầu.","""OCD"""
"Gần đây, mọi việc dường như đều quá sức với em, dù nó chỉ là một nhiệm vụ nhỏ. Em cảm thấy kiệt sức và không thể tập trung.","""Burn-out"""
"Em thường xuyên suy nghĩ về việc mình không đủ giỏi, không đủ thành công, và không biết liệu tương lai có mở ra cơ hội cho em hay không,","""Overthinking"""
"Thời gian gần đây, em thấy mình chẳng còn hứng thú với bất cứ điều gì, dù trước đây em rất thích nó","""Depression"""
"Dạo này em hay cảm thấy lo lắng mỗi khi nghĩ về tương lai, không biết mình sẽ ra sao, và dễ bị tức giận với mọi người xung quanh","""Anxiety"""
"Có những đêm, em lại mơ về những chuyện đã qua, và dù cố gắng, em vẫn không thể quên đi những hình ảnh ấy","""PTSD"""
"Em cảm thấy mọi thứ xung quanh mình phải sắp xếp cực kỳ gọn gàng, thậm chí là em cảm thấy khó chịu khi thấy một hạt bụi trên bàn","""OCD"""
"Em cảm thấy mình luôn trong tình trạng căng thẳng vì công việc, dù đã nỗ lực hết mình, nhưng vẫn luôn cảm thấy không đủ thời gian để hoàn thành mọi thứ","""Burn-out"""
"Em thường hay lo nghĩ về những quyết định mình phải đưa ra, không biết nên chọn hướng nào cho đúng, liệu mình có đang đi sai lầm không?","""Overthinking"""
"Dù em biết mình đang sống trong điều kiện tốt, nhưng thỉnh thoảng em vẫn cảm thấy buồn và trống trải, không biết lý do vì sao mình lại như vậy","""Depression"""
"Có lúc, hình ảnh mẹ em vẫn hiện về trong tâm trí em, và mỗi lần như vậy, em lại cảm thấy mất mát và đau lòng","""PTSD"""
"Em thấy như không còn động lực sống nữa, những thứ em yêu thích trước giờ không còn hấp dẫn nữa","""Depression"""
"Em cảm thấy lo lắng mỗi khi phải ra ngoài, lòng thường đập nhanh và tay chân lạnh. Mỗi lần như vậy em chỉ muốn trốn tránh mọi người","""Anxiety"""
"Những chuyện xảy ra lâu rồi vẫn cứ ám ảnh em, đêm nào em cũng mơ về nó và thức dậy với cảm giác hoảng sợ","""PTSD"""
"Em cảm thấy mọi thứ xung quanh phải được sắp xếp theo một trật tự cố định, mỗi lần có thứ gì không đúng, em phải chỉnh lại ngay lập tức cho đến khi cảm thấy thoải mái mới chịu","""OCD"""
"Dạo này công việc tăng lên nhanh chóng, em cảm thấy như mình đang chìm trong nó, mệt mỏi và không có thời gian cho bản thân","""Burn-out"""
"Em thường hay nghĩ về mọi khả năng có thể xảy ra trong tương lai, lo lắng về mọi thứ dù chưa xảy ra. Em không biết làm sao để dừng lại","""Overthinking"""
"Cuộc sống của em có vẻ tốt, nhưng em không hiểu tại sao em cảm thấy buồn và trống trải mỗi ngày, dường như mất mát điều gì đó","""Depression"""
"Khi mẹ mất, một phần tâm hồn em như đứt lạc. Em không thể quên những hình ảnh đó, và cảm giác đau lòng vẫn còn mãi","""PTSD"""
"Em cảm thấy như mình đang chìm sâu vào bóng tối, mọi thứ đều mất đi ý nghĩa và không còn hứng thú với cuộc sống như trước nữa.","""Depression"""
"Em thường lo lắng về mọi chuyện, dù nó nhỏ nhặt đến đâu. Cảm giác như trái tim luôn đập nhanh và khó thở mỗi khi nghĩ đến những điều chưa xảy ra.","""Anxiety"""
"Những ký ức về sự cố hồi nhỏ vẫn luôn ám ảnh em mỗi đêm. Dù biết nó đã qua, nhưng sao em vẫn không thể thoát khỏi nó?","""PTSD"""
"Em cảm thấy mình cần phải kiểm tra cái tủ lạnh 5 lần trước khi đi ngủ. Mọi thứ cần phải được sắp xếp cẩn thận và đúng vị trí, nếu không em sẽ cảm thấy không yên.","""OCD"""
"Với lượng công việc đang chồng chất, em thấy mình như đang bị chôn vùi. Cảm giác mệt mỏi và không biết khi nào mới có thể thở.","""Burn-out"""
"Em thường nghĩ về những quyết định mình đã và sắp ra. Liệu nó sẽ dẫn đến hậu quả gì trong tương lai? Nếu lựa chọn sai lầm, em sẽ làm sao?","""Overthinking"""
"Em biết mình may mắn hơn nhiều người, nhưng sao cảm giác trống trải và cô đơn vẫn luôn bám lấy? Cảm thấy thất vọng về bản thân khi không biết trân trọng những gì mình có.","""Depression"""
"Mỗi lần nghe tiếng mưa, em lại nhớ về ngày ấy, ngày mất mát lớn lao. Những ký ức đó luôn khiến em cảm thấy đau lòng và không thể tiếp tục.","""PTSD"""
"Em thấy khó chịu mỗi khi không được hoàn thành công việc đúng giờ, em cảm thấy mình đang bị áp đặt quá nhiều áp lực từ mọi người xung quanh.","""Burn-out"""
"Dạo này em hay lo sợ về những chuyện không đáng, cảm giác như có gì đó đuổi theo mình, không thể thả lỏng được.","""Anxiety"""
"Em luôn cảm thấy cần phải kiểm tra lại tất cả mọi thứ, dù biết rằng mình đã làm đúng nhưng vẫn không thể yên tâm nếu không kiểm tra đi kiểm tra lại.","""OCD"""
"Những sự kiện từ thời thơ ấu của em vẫn cứ ám ảnh em mãi, dù đã qua rất lâu nhưng em vẫn cảm thấy như nó mới xảy ra ngày hôm qua.","""PTSD"""
"Dạo này em thường xuyên cảm thấy không muốn tiếp xúc với mọi người, thậm chí cả với gia đình. Em chỉ muốn ở một mình, không muốn ai làm phiền.","""Depression"""
"Em cảm thấy mình đang bị mất kiểm soát về tình trạng sức khỏe tinh thần của mình, luôn suy nghĩ về những điều tiêu cực và khó có thể tập trung vào công việc.","""Anxiety"""
"Em hay bị ám ảnh bởi những chuyện đã qua, cảm giác như chúng vẫn đang diễn ra xung quanh mình và không thể thoát ra được.","""PTSD"""
"Mỗi lần có việc gì không trôi chảy như mong muốn, em lại thấy mình bị rơi vào tình trạng căng thẳng, cảm thấy bản thân đang chạy đua với thời gian.","""Burn-out"""
"Em thường xuyên cảm thấy mình không đủ giỏi, luôn phải so sánh mình với người khác và cảm thấy mình thua kém.","""Overthinking"""
"Cứ mỗi lần nhìn thấy đồ vật không được sắp xếp đúng nơi, em lại cảm thấy mất kiểm soát và muốn chỉnh sửa lại ngay lập tức.","""OCD"""
"Em có thể đã nghĩ quá nhiều về tương lai. Lo lắng về kết quả kiểm tra và việc vào trường ước mơ đã chiếm hầu hết thời gian của em,","""Overthinking"""
"Em đã cảm nhận sự thay đổi trong tâm trạng của mình từ vài tháng trở lại đây. Có những ngày em thức dậy và chỉ muốn cuộn tròn dưới chăn, không muốn gặp ai cả. Các hoạt động trước kia em thích như đọc sách, nghe nhạc, giờ đây dường như không còn mang lại niềm vui cho em nữa. Em biết mình cần phải tiếp tục và đối diện với cuộc sống, nhưng sự mệt mỏi và uể oải trong tâm hồn khiến cho mọi thứ trở nên khó khăn.","""Depression"""
"Em không biết từ khi nào mình trở nên nhạy cảm đến vậy. Mỗi lần đi ra ngoài, lòng em đều đập thình thịch, lo sợ rằng mình sẽ gặp phải tình huống khó xử. Đôi khi chỉ cần một tin nhắn, một cuộc điện thoại hay một lời nói không vui từ ai đó cũng đủ làm em cảm thấy rối bời và áp đặt cho bản thân sức ép khủng khiếp.","""Anxiety"""
"Mấy năm trước, em đã trải qua một biến cố rất lớn. Dù đã cố gắng quên đi, nhưng hình ảnh, âm thanh và mùi vị của quá khứ vẫn thường xuyên ám ảnh em trong giấc mơ, làm em tỉnh giấc giữa đêm với cảm giác hoảng loạn. Em cảm thấy mình như đang bị mắc kẹt trong quá khứ và không thể thoát ra.","""PTSD"""
"Em luôn cảm thấy cần phải kiểm tra mọi thứ nhiều lần. Ví dụ, trước khi đi ngủ, em phải kiểm tra cửa, bếp, và thậm chí cả việc tắt đèn đến vài lần. Em biết điều này không bình thường, nhưng nếu không làm vậy, trong đầu em sẽ nảy sinh những suy nghĩ khủng khiếp rằng có điều gì đó sai sót.","""OCD"""
"Gần đây, em cảm thấy mình như một chiếc máy đang chạy tới tấp mà không dừng lại. Công việc, học hành, và cả mối quan hệ - tất cả đều đặt ra quá nhiều yêu cầu và áp đặt. Em cảm thấy mình mất đi sự sáng tạo, năng lượng và đôi khi chỉ muốn bỏ mọi thứ mà chạy trốn.","""Burn-out"""
"Thỉnh thoảng, em cảm thấy mình bị mắc kẹt trong vòng xoáy của suy nghĩ về tương lai. Liệu mình có đạt được mục tiêu không, hay là sẽ thất bại trước những áp đặt từ gia đình và xã hội? Những suy nghĩ này khiến em mất tập trung và cảm giác như đang sống trong một thế giới không thực.","""Overthinking"""
"Dạo này, em thấy mình thay đổi nhiều quá. Em cứ thức đêm suy nghĩ, không biết vì sao mình lại cảm thấy thế này. Trước kia, em thích đọc sách, nghe nhạc và gặp bạn bè. Nhưng bây giờ, chỉ muốn ở nhà một mình. Cảm giác mệt mỏi, cả thể xác và tinh thần. Em không biết tại sao mình lại cảm thấy mất hứng thú với mọi thứ như vậy.","""Depression"""
"Mỗi lần em phải ra khỏi nhà, lòng em đều đập nhanh hơn và suy nghĩ liên tục. Cứ lo lắng liệu mình đã quên cái gì đó hay không, hay người khác nghĩ gì về mình. Khi đi làm, em luôn sợ mình sẽ mắc lỗi và bị sếp la mắng. Cảm giác này thật khó chịu, em chỉ muốn nó biến mất.","""Anxiety"""
"Hồi nhỏ, em từng trải qua một sự kiện khá sốc. Đôi khi, em vẫn thấy mình bị kéo về những hình ảnh, âm thanh và cảm xúc của ngày đó. Có những đêm, em tỉnh giấc bởi những giấc mơ ác mộng và không thể tiếp tục ngủ. Em cảm thấy mình không thể thoát ra khỏi quá khứ.","""PTSD"""
"Mọi người thường nghĩ rằng em quá kỹ tính, nhưng thật sự mà nói, em chỉ muốn mọi thứ đều hoàn hảo. Em cảm thấy rất khó chịu nếu thấy bất kì vật gì không nằm đúng vị trí. Đôi khi, em cảm thấy mình phải rửa tay nhiều lần chỉ vì cảm giác nó chưa sạch. Em biết điều này không bình thường, nhưng không thể kiểm soát.","""OCD"""
"Công việc dạo này thật sự khiến em cảm thấy mệt mỏi. Hằng ngày, em chạy đua với thời gian, cố gắng hoàn thành mọi việc. Em cảm thấy mình không có thời gian cho bản thân, cho gia đình hay bạn bè. Cứ như là một cỗ máy không ngừng nghỉ. Em muốn nghỉ ngơi, nhưng cảm thấy áp lực quá lớn.","""Burn-out"""
"Đôi khi, em cảm thấy mình suy nghĩ quá nhiều về tương lai. Em luôn tìm hiểu thông tin, đọc sách, nghe lời khuyên từ mọi người để đảm bảo mình đang đi đúng hướng. Nhưng đôi khi, những suy nghĩ này khiến em mất tập trung vào hiện tại và thấy lo lắng không ngừng.","""Overthinking"""
"À, em vẫn thường cảm thấy mệt mỏi lắm. Cảm giác như không có động lực để làm bất cứ điều gì. Những thứ em từng yêu thích, giờ đây dường như trở nên mờ nhạt. Em không biết tại sao mình lại thế này nữa, chỉ biết là cảm giác này khó chịu lắm ạ.","""Depression"""
"Thật ra, em không biết phải nói sao nữa. Trong đầu em cứ nghĩ lung tung, lo lắng về mọi thứ, từ những chuyện nhỏ nhặt đến những vấn đề lớn lao. Đôi khi em chỉ muốn tắt hết mọi suy nghĩ lại, nhưng nó cứ quay quẩn mãi không thôi.","""Anxiety"""
"Có lẽ, em không thể vượt qua mấy chuyện đã qua. Dù đã lâu rồi nhưng mỗi lần nghĩ về chúng, lòng em lại đau nhói. Em biết mình cần phải sống cho hiện tại và tương lai, nhưng hình ảnh, âm thanh của quá khứ cứ ám ảnh mãi.","""PTSD"""
"Bạn biết không, em luôn cảm thấy phải làm cho mọi thứ trở nên hoàn hảo. Dù biết là không cần thiết nhưng không thể ngăn cản bản thân. Phòng em luôn phải sạch sẽ, đôi khi em rửa tay nhiều lần chỉ vì cảm giác chưa sạch.","""OCD"""
"Gần đây công việc thật sự nhiều quá, em cảm thấy như đang chạy đua với thời gian. Mỗi ngày trôi qua, em đều cảm thấy căng thẳng và áp lực, không biết bao giờ mới giải thoát.","""Burn-out"""
"À, em nghĩ là mình hay bị lo lắng về tương lai quá. Mỗi khi nghĩ về tương lai, em lại nghĩ đến mọi khả năng xảy ra, liệu mình có làm được không, có đạt được mục tiêu không. Thậm chí là những việc nhỏ nhất, em cũng lo sợ không biết trước kết quả.","""Overthinking"""
"Bạn ơi, dạo này em cảm thấy lạ lắm. Tự dưng mấy thứ em thích làm trước giờ, như đọc sách hay xem phim, bây giờ em chẳng còn hứng thú nữa. Em cảm thấy mệt mỏi suốt, dù em cũng chẳng biết mệt vì cái gì cả. Cứ buồn buồn lạ thế nào ấy.","""Depression"""
"À, em muốn nói với bạn là, dạo gần đây, em cứ suy nghĩ mãi mấy chuyện không đâu vào đâu. Đôi khi chỉ là một chuyện nhỏ như không tìm được cái chìa khóa nhà, em đã lo sợ mất mát đủ điều. Rồi còn thấy dễ cáu nữa. Em thật sự không biết phải làm sao.","""Anxiety"""
"Bạn biết không, có những lúc em ngồi một mình, em lại nghĩ về những chuyện đã xảy ra lâu rồi. Mấy cái kỷ niệm xưa, đặc biệt là những chuyện không vui, nó cứ ám ảnh em. Em biết mình cần quên đi và sống với hiện tại, nhưng sao em cứ mãi không thể từ bỏ quá khứ ấy nhỉ?","""PTSD"""
"Bạn à, có khi nào bạn thấy mình quá quan tâm đến một thứ không? Như em, phòng em cứ phải sạch sẽ, mọi thứ đều phải đúng vị trí. Rồi đôi khi em lại rửa tay nhiều lần chỉ vì cảm thấy nó chưa sạch. Em biết nó có vẻ lạ, nhưng em cứ không kiểm soát được bản thân mình.","""OCD"""
"Dạo này công việc áp đặt lên vai em nhiều quá, bạn ạ. Cứ ngày nào em cũng phải chạy đua với thời gian, làm việc từ sáng tới tối mà vẫn cảm thấy không kịp. Em lo sợ rằng mình sẽ không thể chịu đựng nổi nếu cứ tiếp tục như thế này.","""Burn-out"""
"Nói thật là, em cảm thấy mình nghĩ quá nhiều. Tương lai, việc làm, gia đình, học hành... Tất cả đều khiến em lo lắng. Em thường tự hỏi mình liệu mình có đang thái quá không khi mà cứ suy nghĩ mãi về mọi thứ như vậy.","""Overthinking"""
"Dạo này em cảm thấy thật sự khó chịu ạ. Em thường tỉnh dậy với cảm giác mệt mỏi, dù đã ngủ đủ giấc. Những thứ em thích trước giờ, như nghe nhạc hay vẽ tranh, giờ đây chẳng còn thu hút em nữa. Em thật sự không biết tại sao nữa ạ,","""Depression"""
"Có lẽ em đang phải đối mặt với quá nhiều áp lực, ạ. Em không thể tập trung vào một việc gì cả vì suy nghĩ và lo lắng cuốn trôi em. Đôi lúc, em chỉ muốn ngồi xuống và khóc mà không hiểu lý do. Em thậm chí còn tránh né tiếp xúc với bạn bè vì sợ họ sẽ hỏi han,","""Anxiety"""
"Em không thể quên đi những gì đã xảy ra trong quá khứ. Mỗi khi nhớ lại, lòng em đau đớn như vết thương chưa lành. Dù biết phải sống với hiện tại và hướng đến tương lai, nhưng những hình ảnh và kỷ niệm ấy luôn xuất hiện trong đầu em,","""PTSD"""
"Có một vấn đề mà em nghĩ mình cần nói. Em luôn cảm thấy cần phải kiểm tra mọi thứ nhiều lần. Ví dụ như việc rửa tay, em rửa đi rửa lại mặc dù biết là tay mình đã sạch. Nếu không làm vậy, em cảm thấy rất bất an và lo sợ,","""OCD"""
"Dạo này, công việc đè nặng lên em quá. Mỗi ngày đến văn phòng, em cảm thấy như đang chạy đua với thời gian. Đôi khi, trở về nhà, em chỉ muốn nằm im mà không nghĩ gì cả. Em cảm thấy mình đang kiệt sức và không biết phải làm sao,","""Burn-out"""
"Em cảm thấy mình đang bị mắc kẹt trong suy nghĩ về tương lai. Mỗi lần phải đưa ra một quyết định, dù là nhỏ, em lại lo sợ nó ảnh hưởng đến cuộc đời mình. Em luôn tự hỏi liệu mình đã chọn đúng hay không? Có lẽ em đang nghĩ quá nhiều,","""Overthinking"""
"Dạo này, em thấy mình rất mất phương hướng ạ. Em thức dậy mỗi sáng mà không biết mình đang sống vì cái gì. Cảm giác như mình đang trôi dạt trong cuộc sống mà không có mục đích. Điều đó khiến em buồn và mất tự tin,","""Depression"""
"Thực sự, em không biết phải làm sao nữa ạ. Mỗi lần đứng trước một tình huống, dù chỉ là nhỏ, trái tim em đập nhanh và suy nghĩ của em trở nên lộn xộn. Em luôn cảm thấy lo lắng, ngay cả khi không có lý do rõ ràng,","""Anxiety"""
"Em đã cố gắng quên đi những chuyện không vui trong quá khứ, nhưng chúng vẫn theo đuổi em. Mỗi đêm, em thấy mình mơ về những sự kiện ấy và tỉnh dậy trong tình trạng hoảng loạn. Em cảm thấy mình không thể tiếp tục như này nữa,","""PTSD"""
"Có lẽ em hơi kỳ cục, nhưng mỗi lần làm một việc gì đó, em cảm thấy cần phải làm đi làm lại nhiều lần để đảm bảo. Điều này đặc biệt rõ ràng khi em ở nhà. Em biết là đã tắt bếp nhưng vẫn cứ phải kiểm tra lại vài lần. Em không biết tại sao mình lại như vậy,","""OCD"""
"Dạo gần đây, em cảm thấy mình như đang bị chôn vùi trong công việc. Ngày nào em cũng tới công ty từ sáng sớm đến khuya mà vẫn cảm thấy chưa hoàn thành. Em cảm thấy căng thẳng và mệt mỏi quá,","""Burn-out"""
"Tương lai luôn là một vấn đề lớn đối với em. Em luôn tự đặt ra hàng tá câu hỏi như 'Em sẽ làm gì sau này?' hay 'Em có đang trên đúng con đường?'. Em biết mình không nên lo lắng quá, nhưng em không thể ngừng nghĩ,","""Overthinking"""
"Thật sự, em đang cảm thấy rất mất phương hướng. Hằng ngày tỉnh dậy, chỉ muốn quay lại giường và ngủ tiếp. Cảm giác như mất hết động lực, mọi thứ trước giờ em yêu thích giờ chỉ như nghĩa vụ. Em không hiểu tại sao mình lại trở nên như vậy,","""Depression"""
"Mỗi khi đi ra ngoài, lòng em đều đập nhanh và cảm thấy khó thở. Đôi khi chỉ cần nhìn đống công việc hay hẹn gặp bạn bè cũng làm em lo sợ. Em muốn trở nên bình thường như mọi người nhưng cảm giác lo âu này quá mạnh mẽ,","""Anxiety"""
